window_start,window_end,total_ingress_count,validated_count,fraud_count,validated_percentage,fraud_percentage,report_generated_at
2026-05-07 21:06:00+00:00,2026-05-07 21:08:00+00:00,57,53,4,92.98,7.02,2026-05-07 21:08:03.287545
